OBJECTID,CNTYPT_,NAME,PYNAME,ADCODE93,POINT_X,POINT_Y
307,412.000000000000000,三河县,Sanhe Xian,131021,117.076120000000060,39.982788000000085
308,418.000000000000000,清水河县,Qingshuihe Xian,152623,111.674510000000055,39.913380000000075
309,419.000000000000000,通县,Tong Xian,110223,116.658810000000017,39.905922000000089
310,420.000000000000000,大厂回族自治县,Dachang Huizu Zizhixian,131028,116.985420000000090,39.884716000000083
311,421.000000000000000,抚宁县,Funing Xian,130323,119.230160000000069,39.884670000000085
312,422.000000000000000,玉田县,Yutian Xian,130229,117.754780000000096,39.883671000000049
313,423.000000000000000,卢龙县,Lulong Xian,130324,118.861950000000093,39.877323000000047
314,424.000000000000000,东沟县,Donggou Xian,210623,124.142170000000078,39.869289000000038
315,426.000000000000000,蔚县,Yu Xian,132525,114.569050000000061,39.840538000000038
316,427.000000000000000,杭锦旗,Hanggin Qi,152726,108.723210000000051,39.839581000000067
317,428.000000000000000,丰润县,Fengrun Xian,130221,118.134900000000016,39.827602000000070
318,429.000000000000000,玉门市,Yumen Shi,622101,97.564003000000071,39.823662000000070
319,430.000000000000000,怀仁县,Huairen Xian,142133,113.103210000000104,39.820141000000035
320,433.000000000000000,巴楚县,Bachu Xian,653130,78.562965000000077,39.786777000000086
321,434.000000000000000,香河县,Xianghe Xian,131024,116.995970000000057,39.765232000000083
322,435.000000000000000,广灵县,Guangling Xian,142123,114.276050000000055,39.763554000000056
323,437.000000000000000,滦县,Luan Xian,130223,118.752310000000080,39.739655000000084
324,438.000000000000000,大兴县,Daxing Xian,110224,116.333240000000046,39.726154000000065
325,439.000000000000000,宝坻县,Baodi Xian,120224,117.302420000000097,39.725895000000037
326,440.000000000000000,阿图什市,Artux Shi,653001,76.168442000000084,39.715424000000041
327,442.000000000000000,昌黎县,Changli Xian,130322,119.166410000000042,39.706974000000059
328,443.000000000000000,乌恰县,Wuqia(Ulugqat) Xian,653024,75.187202000000070,39.705402000000049
329,444.000000000000000,庄河县,Zhuanghe Xian,210225,122.979100000000017,39.697472000000062
330,445.000000000000000,浑源县,Hunyuan Xian,142125,113.684900000000084,39.696335000000033
331,448.000000000000000,准格尔旗,Jungar Qi,152723,110.879670000000033,39.647034000000076
332,449.000000000000000,瓦房店市,Wafangdian Shi,210281,121.979610000000093,39.621075000000076
333,451.000000000000000,丰南县,Fengnan Xian,130222,118.114580000000046,39.567284000000086
334,452.000000000000000,伊金霍洛旗,Ejin Horo Qi,152728,109.733790000000056,39.566647000000046
335,453.000000000000000,应县,Ying Xian,142126,113.182380000000080,39.560173000000077
336,456.000000000000000,山阴县,Shanyin Xian,140621,112.837490000000003,39.514214000000038
337,457.000000000000000,肃北蒙古族自治县,Subei Mongolzu Zizhixian,622124,94.875648000000069,39.513817000000074
338,458.000000000000000,滦南县,Luannan Xian,130224,118.685830000000010,39.508682000000078
339,460.000000000000000,伽师县,Jiashi Xian,653129,76.740280000000041,39.493870000000072
340,461.000000000000000,涿州市,Zhuozhou Shi,132402,115.968150000000037,39.487221000000034
341,463.000000000000000,偏关县,Pianguan Xian,142234,111.497280000000046,39.442062000000078
342,464.000000000000000,灵丘县,Lingqiu Xian,142124,114.229220000000055,39.437744000000066
343,465.000000000000000,固安县,Gu'an Xian,131022,116.301170000000070,39.435631000000058
344,466.000000000000000,乐亭县,Leting Xian,130225,118.918280000000095,39.424881000000084
345,467.000000000000000,阿克塞哈萨克族自治县,Aksay Kazakzu Zizhixian,622125,94.265114000000040,39.409336000000053
346,468.000000000000000,疏勒县,Shule Xian,653122,76.047562000000084,39.408546000000058
347,469.000000000000000,涞水县,Laishui Xian,132429,115.707800000000020,39.391743000000076
348,470.000000000000000,新金县,Xinjin Xian,210222,121.956470000000081,39.390034000000071
349,471.000000000000000,高台县,Gaotai Xian,622225,99.820282000000077,39.381218000000047
350,472.000000000000000,河曲县,Hequ Xian,142232,111.138220000000047,39.380226000000050
351,473.000000000000000,武清县,Wuqing Xian,120222,117.063130000000001,39.378593000000080
352,474.000000000000000,疏附县,Shufu Xian,653121,75.857651000000033,39.375599000000079
353,475.000000000000000,涞源县,Laiyuan Xian,132424,114.688770000000090,39.354015000000061
354,476.000000000000000,易县,Yi Xian,132421,115.493480000000091,39.349037000000067
355,477.000000000000000,宁河县,Ninghe Xian,120221,117.831500000000005,39.331890000000044
356,478.000000000000000,新城县,Xincheng Xian,132436,115.858860000000050,39.325760000000059
357,479.000000000000000,永清县,Yongqing Xian,131023,116.490610000000061,39.325710000000072
358,481.000000000000000,唐海县,Tanghai Xian,130230,118.460620000000063,39.277565000000038
359,482.000000000000000,长海县,Changhai Xian,210224,122.576009999999997,39.272690000000068
360,483.000000000000000,定兴县,Dingxing Xian,132425,115.774190000000090,39.269592000000046
361,487.000000000000000,岳普湖县,Yopurga Xian,653128,76.769646000000080,39.234463000000062
362,489.000000000000000,阿拉善右旗,Alxa Youqi,152922,101.672790000000077,39.198689000000059
363,490.000000000000000,繁峙县,Fanzhi Xian,142226,113.271810000000073,39.190063000000066
364,491.000000000000000,阿克陶县,Akto Xian,653022,75.939812000000074,39.149387000000047
365,492.000000000000000,临泽县,Linze Xian,622224,100.163670000000081,39.148624000000041
366,495.000000000000000,惠农县,Huinong Xian,640223,106.686700000000030,39.111832000000049
367,496.000000000000000,霸县,Ba Xian,131081,116.395250000000033,39.101536000000067
368,498.000000000000000,鄂托克旗,Otog Qi,152725,107.981520000000046,39.094070000000045
369,499.000000000000000,神池县,Shenchi Xian,142229,112.194730000000050,39.093395000000044
370,501.000000000000000,代县,Dai Xian,142225,112.949040000000082,39.060390000000041
371,502.000000000000000,容城县,Rongcheng Xian,132435,115.865720000000010,39.051655000000039
372,503.000000000000000,府谷县,Fugu Xian,612723,111.074570000000051,39.032143000000076
373,506.000000000000000,若羌县,Ruoqiang(Qakilik) Xian,652824,88.170410000000061,39.020638000000076
374,507.000000000000000,徐水县,Xushui Xian,132423,115.657390000000078,39.019436000000042
375,508.000000000000000,保德县,Baode Xian,142233,111.079480000000046,39.012409000000048
376,509.000000000000000,宁武县,Ningwu Xian,142227,112.304790000000025,39.007046000000059
377,511.000000000000000,雄县,Xiong Xian,132434,116.092700000000036,38.975880000000075
378,512.000000000000000,满城县,Mancheng Xian,130621,115.315620000000081,38.947723000000053
379,513.000000000000000,静海县,Jinghai Xian,120223,116.919080000000008,38.934357000000034
380,515.000000000000000,英吉沙县,Yengisar Xian,653123,76.173309000000074,38.927456000000063
381,516.000000000000000,安新县,Anxin Xian,132433,115.928210000000036,38.925182000000063
382,518.000000000000000,平罗县,Pingluo Xian,640221,106.542940000000044,38.906406000000061
383,519.000000000000000,五寨县,Wuzhai Xian,142230,111.841610000000060,38.900566000000083
384,520.000000000000000,麦盖提县,Markit Xian,653127,77.647911000000079,38.900036000000057
385,521.000000000000000,文安县,Wen'an Xian,131026,116.464560000000006,38.864807000000042
386,523.000000000000000,阜平县,Fuping Xian,132438,114.187560000000076,38.853050000000053
387,524.000000000000000,阿拉善左旗,Alxa Zuoqi,152921,105.665570000000059,38.841846000000089
388,526.000000000000000,肃南裕固族自治县,Sunan Yugurzu Zizhixian,622222,99.608932000000038,38.837013000000070
389,527.000000000000000,完县,Wan Xian,132426,115.123580000000061,38.833225000000084
390,528.000000000000000,神木县,Shenmu Xian,612722,110.500920000000065,38.821960000000047
391,529.000000000000000,陶乐县,Taole Xian,640222,106.694040000000030,38.810596000000089
392,531.000000000000000,山丹县,Shandan Xian,622226,101.087960000000066,38.781105000000082
393,532.000000000000000,清苑县,Qingyuan Xian,130622,115.484610000000089,38.756588000000079
394,533.000000000000000,唐县,Tang Xian,132427,114.969150000000013,38.741493000000048
395,534.000000000000000,原平县,Yuanping Xian,142224,112.698710000000005,38.728821000000039
396,535.000000000000000,五台县,Wutai Xian,142223,113.259210000000053,38.719177000000059
397,536.000000000000000,任丘市,Renqiu Shi,132903,116.090480000000071,38.707668000000069
398,537.000000000000000,望都县,Wangdu Xian,132428,115.133420000000001,38.705265000000054
399,538.000000000000000,岢岚县,Kelan Xian,142231,111.569950000000063,38.703972000000078
400,539.000000000000000,大城县,Dacheng Xian,131025,116.621890000000008,38.695866000000080
401,540.000000000000000,高阳县,Gaoyang Xian,132432,115.774200000000064,38.688908000000083
402,541.000000000000000,民勤县,Minqin Xian,622322,103.088840000000062,38.625671000000068
403,542.000000000000000,曲阳县,Quyang Xian,132437,114.690200000000004,38.621449000000041
404,543.000000000000000,乌审旗,Uxin Qi,152727,108.849560000000054,38.598644000000036
405,544.000000000000000,青县,Qing Xian,130922,116.825430000000097,38.580715000000055
406,545.000000000000000,贺兰县,Helan Xian,640122,106.347570000000076,38.552708000000052
407,546.000000000000000,定州市,Dingzhou Shi,132401,114.975040000000035,38.520061000000055
408,547.000000000000000,定襄县,Dingxiang Xian,142222,112.943770000000086,38.492691000000036
409,550.000000000000000,蠡县,Li Xian,132442,115.574700000000007,38.490063000000077
410,552.000000000000000,兴县,Xing Xian,142325,111.123750000000030,38.472668000000056
411,554.000000000000000,博野县,Boye Xian,132441,115.459080000000085,38.457569000000035
412,555.000000000000000,行唐县,Xingtang Xian,132337,114.543610000000058,38.436069000000089
413,556.000000000000000,河间县,Hejian Xian,132905,116.085530000000063,38.435699000000056
414,557.000000000000000,民乐县,Minle Xian,622223,100.810540000000060,38.431976000000077
415,558.000000000000000,肃宁县,Suning Xian,132923,115.831810000000019,38.431767000000036
416,559.000000000000000,莎车县,Shache(Yarkant) Xian,653125,77.251778000000058,38.413990000000069
417,560.000000000000000,安国县,Anguo Xian,132440,115.315090000000055,38.412342000000081
418,562.000000000000000,黄骅市,Huanghua Shi,132904,117.351820000000089,38.366489000000058
419,563.000000000000000,静乐县,Jingle Xian,142228,111.940110000000061,38.357658000000072
420,564.000000000000000,新乐县,Xinle Xian,132329,114.675730000000044,38.342461000000071
421,566.000000000000000,沧县,Cang Xian,130901,116.861970000000042,38.309002000000078
422,567.000000000000000,灵寿县,Lingshou Xian,132336,114.365880000000061,38.305470000000071
423,569.000000000000000,岚县,Lan Xian,142329,111.678840000000037,38.282673000000045
424,570.000000000000000,永宁县,Yongning Xian,640121,106.250980000000027,38.277855000000045
425,571.000000000000000,平山县,Pingshan Xian,132335,114.193920000000048,38.252403000000072
426,572.000000000000000,永昌县,Yongchang Xian,620321,101.969120000000032,38.246647000000053
427,573.000000000000000,饶阳县,Raoyang Xian,133027,115.736020000000053,38.245987000000071
428,574.000000000000000,安平县,Anping Xian,133028,115.510570000000030,38.230526000000054
429,575.000000000000000,鄂托克前旗,Otog Qianqi,152724,107.436050000000080,38.224770000000035
430,576.000000000000000,献县,Xian Xian,132924,116.114900000000034,38.190697000000057
431,577.000000000000000,泽普县,Zepu(Poskam) Xian,653124,77.265877000000046,38.188942000000054
432,578.000000000000000,深泽县,Shenze Xian,132323,115.192090000000007,38.184902000000079
433,579.000000000000000,无极县,Wuji Xian,132324,114.969360000000052,38.176727000000085
434,580.000000000000000,祁连县,Qilian Xian,632222,100.240300000000047,38.174961000000053
435,581.000000000000000,正定县,Zhengding Xian,130123,114.563640000000078,38.140110000000050
436,582.000000000000000,且末县,Qiemo(Qarqan) Xian,652825,85.527115000000038,38.138302000000067
437,583.000000000000000,海兴县,Haixing Xian,132934,117.498320000000035,38.135265000000061
438,584.000000000000000,盂县,Yu Xian,140322,113.412970000000087,38.090958000000057
439,585.000000000000000,灵武县,Lingwu Xian,642125,106.328140000000076,38.088886000000059
440,586.000000000000000,获鹿县,Huolu Xian,130122,114.307720000000018,38.083111000000088
441,587.000000000000000,娄烦县,Loufan Xian,140123,111.792130000000043,38.073380000000043
442,588.000000000000000,阳曲县,Yangqu Xian,140122,112.667190000000005,38.063313000000051
443,589.000000000000000,泊头市,Botou Shi,132902,116.566630000000032,38.062065000000075
444,590.000000000000000,孟村回族自治县,Mengcun Huizu Zizhixian,132931,117.098250000000007,38.056232000000080
445,591.000000000000000,盐山县,Yanshan Xian,132929,117.225540000000024,38.055328000000088
446,593.000000000000000,武强县,Wuqiang Xian,133026,115.977330000000052,38.043091000000061
447,594.000000000000000,南皮县,Nanpi Xian,132928,116.696780000000103,38.037567000000081
448,595.000000000000000,藁城市,Gaocheng Shi,132302,114.834180000000060,38.036713000000077
449,596.000000000000000,井陉县,Jingxing Xian,130121,114.137490000000071,38.034130000000062
450,597.000000000000000,晋县,Jin Xian,132322,115.035420000000045,38.032494000000042
451,598.000000000000000,佳县,Jia Xian,612729,110.495600000000024,38.023293000000081
452,599.000000000000000,深县,Shen Xian,133025,115.548870000000079,38.011730000000057
453,600.000000000000000,吴忠市,Wuzhong Shi,642101,106.195490000000063,37.986172000000067
454,601.000000000000000,横山县,Hengshan Xian,612724,109.291600000000074,37.959286000000077
455,602.000000000000000,临县,Lin Xian,142326,110.983120000000042,37.952896000000067
456,604.000000000000000,长岛县,Changdao Xian,370634,120.729220000000055,37.916355000000067
457,605.000000000000000,辛集市,Xinji Shi,132301,115.215320000000020,37.913963000000081
458,606.000000000000000,古交市,Gujiao Shi,140181,112.154500000000098,37.910160000000076
459,607.000000000000000,青铜峡市,Qingtongxia Shi,642102,105.980940000000032,37.902767000000040
460,609.000000000000000,寿阳县,Shouyang Xian,142427,113.168710000000033,37.886784000000034
461,610.000000000000000,栾城县,Luancheng Xian,130124,114.652690000000007,37.885780000000068
462,611.000000000000000,叶城县,Yecheng Xian,653126,77.416985000000068,37.885113000000047
463,612.000000000000000,东光县,Dongguang Xian,132927,116.532820000000015,37.884556000000089
464,613.000000000000000,方山县,Fangshan Xian,142330,111.232250000000079,37.882561000000067
465,615.000000000000000,阜城县,Fucheng Xian,133031,116.144710000000032,37.868179000000055
466,617.000000000000000,武邑县,Wuyi Xian,133024,115.890660000000025,37.805992000000060
467,618.000000000000000,蓬莱县,Penglai Xian,370622,120.740499999999997,37.804516000000035
468,619.000000000000000,平定县,Pingding Xian,140321,113.622270000000071,37.802036000000044
469,620.000000000000000,盐池县,Yanchi Xian,642126,107.403710000000046,37.781296000000054
470,621.000000000000000,庆云县,Qingyun Xian,372432,117.383570000000077,37.775925000000086
471,622.000000000000000,塔什库尔干塔吉克自治县,Taxkorgan Tajik Zizhixian,653131,75.225723000000073,37.775669000000050
472,623.000000000000000,米脂县,Mizhi Xian,612728,110.183260000000075,37.760258000000078
473,624.000000000000000,赵县,Zhao Xian,132326,114.772180000000048,37.752926000000059
474,625.000000000000000,元氏县,Yuanshi Xian,132331,114.508810000000040,37.750031000000035
475,626.000000000000000,无棣县,Wudi Xian,372324,117.601210000000037,37.740623000000085
476,627.000000000000000,乐陵市,Leling Shi,372402,117.216530000000034,37.737892000000045
